source,retrieved_at,ranking_scope,ranking_year,core_id,country,city,guide,nid,title,score,rank_display,region,stars,recm
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,425,Mexico,Mexico City,,294835,Universidad Nacional Autónoma de México (UNAM),75.2,65,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,201,Switzerland,Zürich,,294432,ETH Zurich - Swiss Federal Institute of Technology,75.1,66,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,481,France,Paris,,297573,Sciences Po,75,67,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,673,Australia,Perth,,297188,The University of Western Australia,74.9,=68,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,587,Australia,Haymarket,,297273,University of Technology Sydney,74.9,=68,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,61,Italy,Bologna,,294595,Alma Mater Studiorum - University of Bologna,74.8,70,Europe,,1--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,265,Japan,Kunitachi City,,294259,Hitotsubashi University,74.7,=71,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,272,Germany,Berlin,,294252,Humboldt-Universität zu Berlin,74.7,=71,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,324,South Korea,Daejeon,,294124,KAIST - Korea Advanced Institute of Science & Technology,74.5,=73,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,2152,Russia,Moscow,,295115,HSE University,74.5,=73,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,445,Spain,Pamplona,,294793,University of Navarra,74.3,=75,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,391,Germany,Mannheim,,294869,Universität Mannheim,74.3,=75,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,1177,Singapore,,,297648,Singapore Management University,74.2,77,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,170,United Kingdom,Durham,,294488,Durham University,74.1,=78,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,604,United States,Austin,,297257,University of Texas at Austin,74.1,=78,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,582,South Korea,Suwon,,297467,Sungkyunkwan University(SKKU),74,80,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,504,Spain,Barcelona,,297497,Universitat Pompeu Fabra (Barcelona),73.8,=81,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,678,United States,Madison,,297183,University of Wisconsin-Madison,73.8,=81,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,482,France,Paris,,297554,Université Paris 1 Panthéon-Sorbonne,73.7,=83,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,650,New Zealand,"Kelburn, Wellington",,297211,Victoria University of Wellington,73.7,=83,Oceania,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,215,Germany,Berlin,,294382,Freie Universitaet Berlin,73.6,85,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,250,South Korea,Seoul,,294273,Hanyang University,73.3,=86,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,516,Australia,Brisbane,,297459,Queensland University of Technology (QUT),73.3,=86,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,571,Switzerland,St. Gallen,,297284,University of St.Gallen (HSG),73.3,=86,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,693,Switzerland,Zürich,,297126,University of Zurich,73.3,=86,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,1509,Spain,Madrid,,296463,Universidad Carlos III de Madrid (UC3M),73.2,=90,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,69,United Kingdom,Bristol,,294587,University of Bristol,73.2,=90,Europe,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,384,Malaysia,Bangi,,294876,Universiti Kebangsaan Malaysia (UKM),73.1,92,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,576,Sweden,,,297279,Stockholm School of Economics,73,93,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,314,Japan,Tokyo,,294156,Keio University,72.9,=94,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,141,Denmark,Copenhagen,,294516,University of Copenhagen,72.9,=94,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,474,New Zealand,Dunedin,,297618,University of Otago,72.9,=94,Oceania,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,420,Germany,Munich,,294840,Ludwig-Maximilians-Universität München,72.7,97,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,6,Denmark,,,294648,Aarhus University,72.6,98,Europe,,1--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,407,Italy,Milan,,294853,Politecnico di Milano,72.5,=99,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,385,Malaysia,Seri Kembangan,,294875,Universiti Putra Malaysia (UPM),72.5,=99,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,59,United Kingdom,Birmingham,,294597,University of Birmingham,72.4,101,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,10,Australia,Adelaide,,294644,The University of Adelaide,72,=102,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,231,United Kingdom,Glasgow,,294322,University of Glasgow,72,=102,Europe,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,380,Spain,Madrid,,294880,Complutense University of Madrid,71.7,104,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,63,United States,Boston,,294593,Boston University,71.6,=105,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,121,Chile,Santiago,,294535,Universidad de Chile,71.6,=105,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,550,Brazil,São Paulo,,297422,Universidade de São Paulo,71.4,=107,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,338,United Kingdom,Leeds,,294081,University of Leeds,71.4,=107,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,335,United Kingdom,Lancaster,,294090,Lancaster University,71.3,109,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,379,Spain,Madrid,,293977,Universidad Autónoma de Madrid,71.1,=110,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,43,Spain,Barcelona,,294613,Universitat de Barcelona,71.1,=110,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,98,South Africa,Cape Town,,294558,University of Cape Town,71.1,=110,Africa,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,528,Australia,Melbourne,,297499,RMIT University,71,=113,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,167,Ireland,Dublin,,294491,"Trinity College Dublin, The University of Dublin",71,=113,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,424,United States,Chapel Hill,,294836,"University of North Carolina, Chapel Hill",71,=113,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,224,United States,Washington D.C.,,294355,Georgetown University,70.9,=116,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,371,Sweden,Lund,,293996,Lund University,70.9,=116,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,44,Spain,Barcelona,,294612,Universitat Autònoma de Barcelona,70.9,=116,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,494,United States,University Park,,297570,Pennsylvania State University,70.7,119,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,2,Australia,Geelong,,884388,Deakin University,70.6,=120,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,459,United Kingdom,Nottingham,,294758,University of Nottingham,70.6,=120,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,435,Taiwan,Tainan City,,294814,National Cheng Kung University (NCKU),70.5,=122,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,106,Belgium,Louvain-la-Neuve,,294550,Université catholique de Louvain (UCLouvain),70.5,=122,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,387,Malaysia,Skudai,,294873,Universiti Teknologi Malaysia,70.5,=122,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,101,United States,Pittsburgh,,294555,Carnegie Mellon University,70.4,=125,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,78,Argentina,Buenos Aires,,294578,Universidad de Buenos Aires (UBA),70.4,=125,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,29442,Spain,Barcelona,,309672,Universitat Ramon Llull,70.4,=125,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,99,United Kingdom,Cardiff,,294557,Cardiff University,70.3,=128,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,674,Canada,London,,297187,Western University,70.3,=128,North America,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,402,United States,East Lansing,,294858,Michigan State University,70.2,=130,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,667,United States,Seattle,,297194,University of Washington,70.2,=130,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,692,China (Mainland),Hangzhou,,297123,Zhejiang University,70.2,=130,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,378,Australia,Sydney,,293982,Macquarie University,70.1,=133,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,97,New Zealand,Christchurch,,294559,University of Canterbury,70.1,=133,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,242,Australia,Nathan,,294295,Griffith University,70,=135,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,367,Colombia,Bogotá,,294011,Universidad de los Andes,70,=135,Latin America,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,89,United States,San Diego,,294567,"University of California, San Diego (UCSD)",69.9,137,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,47,United Kingdom,Bath,,294609,University of Bath,69.7,138,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,126,Thailand,Bangkok,,294531,Chulalongkorn University,69.6,=139,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,204,United Kingdom,Exeter,,294427,The University of Exeter,69.6,=139,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,243,Netherlands,Groningen,,294293,University of Groningen,69.6,=139,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,436,Taiwan,Taipei City,,294811,National Chengchi University,69.5,=142,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,2090,United States,Champaign,,295060,University of Illinois at Urbana-Champaign,69.5,=142,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,472,Japan,Osaka City,,297628,Osaka University,69.4,=144,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,558,United Kingdom,Sheffield,,297471,The University of Sheffield,69.4,=144,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,473,Norway,Oslo,,297620,University of Oslo,69.4,=144,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,72,United States,Providence,,294584,Brown University,69.3,=147,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,437,Taiwan,Hsinchu City,,294810,National Chiao Tung University,69.3,=147,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,200,United Kingdom,Colchester,,294434,"Essex, University of",69.3,=147,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,577,Sweden,Stockholm,,297278,Stockholm University,69.2,=150,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,646,Netherlands,Utrecht,,297215,Utrecht University,69.2,=150,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,477,United Kingdom,,,297597,Oxford Brookes University,69.1,=152,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,610,Netherlands,Tilburg,,297251,Tilburg University,69.1,=152,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,150,Australia,Perth,,294507,Curtin University,69,=154,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,884,China (Mainland),Beijing,,297005,Renmin (People's) University of China,69,=154,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,340,Netherlands,Leiden,,294071,Leiden University,68.9,=156,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,532,Italy,Rome,,297489,Sapienza University of Rome,68.9,=156,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,569,United States,Los Angeles,,297286,University of Southern California,68.9,=156,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,166,Ireland,Dublin,,294492,University College Dublin,68.8,159,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,417,Canada,Montreal,,294843,Université de Montréal,68.7,=160,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,772,Austria,Vienna,,297059,WU (Vienna University of Economics and Business),68.7,=160,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,377,Netherlands,Maastricht,,293985,Maastricht University,68.5,=162,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,594,Mexico,Monterrey,,297267,Tecnológico de Monterrey,68.5,=162,Latin America,,1--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,408,United States,Minneapolis,,294852,University of Minnesota Twin Cities,68.5,=162,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,652,Austria,Vienna,,297209,University of Vienna,68.4,165,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,329,South Korea,,,294106,Kyung Hee University,68.2,=166,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,260,Finland,Helsinki,,294264,University of Helsinki,68.2,=166,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,572,Russia,Saint Petersburg,,297283,Saint Petersburg State University,68.1,168,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,869,China (Mainland),Beijing,,297022,Beijing Normal University,68,=169,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,354,United Kingdom,London,,294034,"City, University of London",68,=169,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,465,United States,Columbus,,294741,The Ohio State University,68,=169,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,480,Italy,Padua,,297578,Università di Padova,68,=169,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,94,United States,Pasadena,,294562,California Institute of Technology (Caltech),67.9,=173,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,406,Italy,Milan,,294854,Università Cattolica del Sacro Cuore,67.9,=173,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,395,New Zealand,Palmerston North,,294865,Massey University,67.8,175,Oceania,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,75,Belgium,Brussels,,294581,Universite libre de Bruxelles,67.7,176,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,266,Japan,Sapporo,,294258,Hokkaido University,67.5,=177,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,660,New Zealand,Hamilton ,,297201,University of Waikato,67.5,=177,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,305,United States,Baltimore,,294184,Johns Hopkins University,67.4,=179,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,214,Germany,Frankfurt,,294384,Goethe-University Frankfurt am Main,67.4,=179,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,513,Canada,Kingston,,297462,Queen's University at Kingston,67.3,=181,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,570,United Kingdom,St. Andrews,,297285,University of St Andrews,67.3,=181,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,359,United Kingdom,London,,294022,Queen Mary University of London,67.2,=183,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,259,Germany,Heidelberg,,294265,Ruprecht-Karls-Universität Heidelberg,67.2,=183,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,289,United States,Bloomington,,294235,Indiana University Bloomington,67.1,=185,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,585,United Kingdom,Brighton,,296147,University of Sussex,67.1,=185,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,656,United States,Charlottesville,,297205,University of Virginia,67.1,=185,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,658,Netherlands,Amsterdam,,297203,Vrije Universiteit Amsterdam,67.1,=185,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,198,France,Cergy,,294440,ESSEC Business School,67,=189,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,368,United Kingdom,Loughborough,,294009,Loughborough University,67,=189,Europe,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,611,Japan,Sendai City,,297250,Tohoku University,67,=189,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,442,Taiwan,Hsinchu City,,294800,National Tsing Hua University,66.9,=192,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,643,Sweden,Uppsala,,297218,Uppsala University,66.9,=192,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,155,Netherlands,Delft,,294502,Delft University of Technology,66.8,=194,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,680,Australia,Wollongong,,297181,University of Wollongong,66.8,=194,Oceania,6,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,430,China (Mainland),Nanjing,,294826,Nanjing University,66.7,=196,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,1873,Italy,Milan,,294778,University of Milan,66.7,=196,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,1135,New Zealand,Auckland,,297138,Auckland University of Technology (AUT),66.6,=198,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,732,Malaysia,Shah Alam,,297097,Universiti Teknologi MARA - UiTM,66.6,=198,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,364,United Kingdom,London,,295395,SOAS University of London,66.5,=200,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,566,Australia,Magill,,297289,University of South Australia,66.5,=200,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,112,Austria,Vienna,,294544,Central European University,66.3,=202,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,599,Germany,Munich,,297262,Technical University of Munich,66.3,=202,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,689,United Kingdom,York,,297128,University of York,66.3,=202,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,333,Australia,Melbourne,,294098,La Trobe University,66.2,=205,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,590,Taiwan,Taipei City,,297271,National Taiwan University of Science and Technology (Taiwan Tech),66.2,=205,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,690,Canada,Toronto,,297127,York University,66.2,=205,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,261,Finland,Espoo,,294263,Aalto University,66.1,=208,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,439,Taiwan,Kaohsiung City,,294807,National Sun Yat-sen University,66.1,=208,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,228,Belgium,Ghent,,294329,Ghent University,66.1,=208,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,4,Germany,Aachen,,294649,RWTH Aachen University,66,=211,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,388,Malaysia,Sintok,,294872,Universiti Utara Malaysia (UUM),66,=211,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,225,United States,Atlanta,,294349,Georgia Institute of Technology,65.9,=213,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,427,Japan,Nagoya,,294832,Nagoya University,65.9,=213,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,565,South Korea,Seoul,,297290,Sogang University,65.9,=213,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,613,Japan,Tokyo,,297248,Tokyo Institute of Technology (Tokyo Tech),65.9,=213,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,579,United Kingdom,Glasgow,,297470,University of Strathclyde,65.9,=213,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,290,Indonesia,Depok,,294233,Universitas Indonesia,65.8,=218,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,679,South Africa,Johannesburg,,297182,University of Witwatersrand,65.8,=218,Africa,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,393,United States,College Park,,294867,"University of Maryland, College Park",65.7,=220,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,567,United Kingdom,Southampton,,297288,University of Southampton,65.7,=220,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,152,United States,Hanover,,294505,Dartmouth College,65.6,=222,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,223,United States,Ashburn,,294358,George Washington University,65.6,=222,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,460,Portugal,Lisbon,,294754,Universidade Nova de Lisboa,65.6,=222,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,15,Canada,Edmonton,,294639,University of Alberta,65.6,=222,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,221,Switzerland,Geneva,,294362,University of Geneva,65.6,=222,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,25,United States,Phoenix,,294631,Arizona State University,65.5,=227,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,281,India,Mumbai,,294243,Indian Institute of Technology Bombay (IITB),65.5,=227,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,134,Colombia,Bogotá,,294523,Universidad Nacional de Colombia,65.5,=227,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,336,Switzerland,Lausanne,,294085,University of Lausanne,65.4,230,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,888,China (Mainland),Guangzhou,,296998,Sun Yat-sen University,65.3,231,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,282,India,New Delhi,,294242,Indian Institute of Technology Delhi (IITD),65.2,=232,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,510,United States,West Lafayette,,297485,Purdue University,65.2,=232,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,96,Brazil,Campinas,,294560,Universidade Estadual de Campinas (Unicamp),65.2,=232,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,723,United States,Newton,,297105,Boston College,65.1,235,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,449,Australia,Callaghan,,294784,"The University of Newcastle, Australia (UON)",64.9,236,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,623,Italy,Trento,,297238,University of Trento,64.8,237,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,498,Philippines,Quezon City,,297566,University of the Philippines,64.5,238,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,15283,Italy,Florence,,294472,European University Institute,64.4,=239,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,893,Hong Kong SAR,Hong Kong,,296813,Hong Kong Baptist University,64.4,=239,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,670,Canada,Waterloo,,297191,University of Waterloo,64.4,=239,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,322,Germany,Cologne,,294130,University of Cologne,64.3,=242,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,517,United Kingdom,Reading,,297458,University of Reading,64.3,=242,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,7,United Kingdom,Aberdeen,,294647,University of Aberdeen,64.2,=244,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,156,India,New Delhi,,294501,University of Delhi,64.2,=244,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,56,Norway,Oslo,,294600,BI Norwegian Business School,63.9,=246,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,181,South Korea,Seoul,,294477,Ewha Womans University,63.9,=246,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,62,Germany,Bonn,,294594,Rheinische Friedrich-Wilhelms-Universität Bonn,63.9,=246,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,605,United States,Galveston,,297256,Texas A&M University,63.9,=246,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,85,United States,Davis,,294571,"University of California, Davis",63.9,=246,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,212,United States,Gainesville,,294394,University of Florida,63.9,=246,North America,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,606,Thailand,Bangkok,,297255,Thammasat University,63.8,=252,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,647,Spain,València,,297214,Universitat de Valencia,63.8,=252,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,485,France,Paris,,297546,"Université Paris-Dauphine, Université PSL",63.8,=252,Europe,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,506,South Africa,Pretoria,,297493,University of Pretoria,63.7,255,Africa,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,256,Israel,Jerusalem,,294267,The Hebrew University of Jerusalem,63.6,=256,Asia,,0--
qs,2026-07-19T10:44:57+00:00,social-sciences-management,2018,533,Italy,Rome,,297487,"University of Rome ""Tor Vergata""",63.6,=256,Europe,,0--
